[run number],number-of-tasks,vicinity-radius,dependence-exponent,number-of-people,willingness-to-help,initial-patience,self-conscious-coeff,[step]
372,100,10,0.5,3,100,100,0.5,207
378,100,10,0.5,3,100,100,0.5,214
380,100,10,0.5,3,100,100,0.5,185
376,100,10,0.5,3,100,100,0.5,155
375,100,10,0.5,3,100,100,0.5,238
379,100,10,0.5,3,100,100,0.5,184
371,100,10,0.5,3,100,100,0.5,207
381,100,10,0.5,3,100,100,0.5,188
386,100,10,0.5,3,100,100,0.5,198
384,100,10,0.5,3,100,100,0.5,174
389,100,10,0.5,3,100,100,0.5,171
382,100,10,0.5,3,100,100,0.5,198
383,100,10,0.5,3,100,100,0.5,196
385,100,10,0.5,3,100,100,0.5,206
387,100,10,0.5,3,100,100,0.5,244
388,100,10,0.5,3,100,100,0.5,261
391,100,10,0.5,3,100,100,0.5,216
392,100,10,0.5,3,100,100,0.5,211
393,100,10,0.5,3,100,100,0.5,187
390,100,10,0.5,3,100,100,0.5,223
395,100,10,0.5,3,100,100,0.5,206
396,100,10,0.5,3,100,100,0.5,246
397,100,10,0.5,3,100,100,0.5,216
394,100,10,0.5,3,100,100,0.5,280
398,100,10,0.5,3,100,100,0.5,201
404,100,10,0.5,3,100,100,1,197
400,100,10,0.5,3,100,100,0.5,248
401,100,10,0.5,3,100,100,1,205
405,100,10,0.5,3,100,100,1,220
399,100,10,0.5,3,100,100,0.5,277
402,100,10,0.5,3,100,100,1,222
407,100,10,0.5,3,100,100,1,217
406,100,10,0.5,3,100,100,1,232
410,100,10,0.5,3,100,100,1,237
403,100,10,0.5,3,100,100,1,229
411,100,10,0.5,3,100,100,1,170
408,100,10,0.5,3,100,100,1,187
409,100,10,0.5,3,100,100,1,197
412,100,10,0.5,3,100,100,1,238
415,100,10,0.5,3,100,100,1,185
418,100,10,0.5,3,100,100,1,173
414,100,10,0.5,3,100,100,1,228
416,100,10,0.5,3,100,100,1,264
422,100,10,0.5,3,100,100,1,176
417,100,10,0.5,3,100,100,1,225
421,100,10,0.5,3,100,100,1,248
413,100,10,0.5,3,100,100,1,286
419,100,10,0.5,3,100,100,1,215
420,100,10,0.5,3,100,100,1,236
423,100,10,0.5,3,100,100,1,250
429,100,10,0.5,3,100,100,1,186
426,100,10,0.5,3,100,100,1,193
424,100,10,0.5,3,100,100,1,244
425,100,10,0.5,3,100,100,1,218
431,100,10,0.5,3,100,100,1,230
430,100,10,0.5,3,100,100,1,247
432,100,10,0.5,3,100,100,1,192
427,100,10,0.5,3,100,100,1,272
428,100,10,0.5,3,100,100,1,304
433,100,10,0.5,3,100,100,1,195
435,100,10,0.5,3,100,100,1,208
439,100,10,0.5,3,100,100,1,203
437,100,10,0.5,3,100,100,1,222
434,100,10,0.5,3,100,100,1,253
436,100,10,0.5,3,100,100,1,197
440,100,10,0.5,3,100,100,1,281
444,100,10,0.5,3,100,100,1,179
441,100,10,0.5,3,100,100,1,183
